"","obs","study","id","yieldcontrol","yieldcover","SD.EXP.","SD.CON.","Type","N.control.","N.exp.","Dferror","Species","Nitrogen","Years","Tillage","killdate","State","BioOrGrain","authors","pubyear","datayears","Design","Reps","SoilType","corn.cultivar","corn.pl.date.actual","corn.pl.date.julian","corn.hv.date.actual","corn.hv.date.julian","corn.population","corn.growseason.julian","X","cc.cultivar","cc.pl.date.actual","cc.pl.date.julian","cc.pl.method","cc.seed.rate.seeds.ha","cc.seed.rate.kg.ha","cc.kill.date.dbplcorn","cc.kill.date.actual","cc.kill.date.julian","cc.growseason.julian","cc.kill.method","cc.bmass","corn.bmass","cc.rain","corn.rain","cc.temp","corn.temp","cc.nitro.uptake","purpose.study","metaA","region","soiltexture.authors","soiltexture.ours","NFR","KDate","yi","vi"
"140",127,"f9","11d",5.89,4.06,2.47487,3.6911,"grass",2,2,32,"",0,2,"NT",1,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Wrens Abruzzi","10/6/2016",279,"drilling",3203200,80,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","low","late",-0.372073024049854,0.382149266748029
"141",128,"f9","11f",7.82,7.01,2.47487,4.4477,"grass",2,2,32,"",100,2,"NT",1,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Wrens Abruzzi","10/6/2016",279,"drilling",3203200,80,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","mid","late",-0.109346853510721,0.224065358490997
"142",129,"f9","11g",8.26,7.78,2.65165,4.73054,"grass",2,2,32,"",200,2,"NT",1,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Wrens Abruzzi","10/6/2016",279,"drilling",3203200,80,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","high","late",-0.0598682493425864,0.222077499975595
"143",130,"f9","11h",5.52,8.02,2.57127,2.8355,"legume",2,2,32,"",0,2,"NT",15,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Tibbee, Common","10/6/2016",279,"drilling",4843520,25,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","low","early",0.373560561589419,0.183326804194396
"144",131,"f9","11i",7.05,8.78,3.35687,3.40825,"legume",2,2,32,"",100,2,"NT",15,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Tibbee, Common","10/6/2016",279,"drilling",4843520,25,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","mid","early",0.219448790822848,0.189945642779003
"145",132,"f9","11j",7.35,8.72,3.52485,3.59917,"legume",2,2,32,"",200,2,"NT",15,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Tibbee, Common","10/6/2016",279,"drilling",4843520,25,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","high","early",0.170918924696143,0.201594013074868
"146",133,"f9","11k",5.89,8.05,2.83336,3.6911,"legume",2,2,32,"",0,2,"NT",1,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Tibbee, Common","10/6/2016",279,"drilling",4843520,25,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","low","late",0.312416093766977,0.258300608106719
"147",134,"f9","11l",7.82,8.52,3.11857,4.4477,"legume",2,2,32,"",100,2,"NT",1,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Tibbee, Common","10/6/2016",279,"drilling",4843520,25,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","mid","late",0.0857317862840045,0.228732475926536
"148",135,"f9","11m",8.26,8.75,3.09375,4.73054,"legume",2,2,32,"",200,2,"NT",1,"North Carolina","grain","Wagger",1989,"1984, 1985","Split-split 4 reps",4,"fine mixed thermic Ultic Hapludalf and clayey kaolinitic thermic Typic Hapludult","Pioneer 4522","4/26/2016",116,NA,NA,59000,NA,"","Tibbee, Common","10/6/2016",279,"drilling",4843520,25,1,"4/27/2016",115,203,"chemical",5.33,14.89,NA,NA,NA,NA,124,"Time of desiccation on plant and N releasefrom WCC","F","south east","fine","coarse","high","late",0.0576291128366364,0.226501657258939
"149",136,"f10","14a",7.3,7.01,2.46979,2.34591,"grass",2,2,3.13,"",115,2,"NT",20,"Maryland","grain","Clark, Decker, Meisinger, McIntosh",1997,"1990, 1992","RCBD split-split 3 reps",3,"fine-silty/loamy mixed mesic Typic Hapludult","Pioneer 3242","5/9/2016",129,NA,NA,53000,NA,"","abruzzi","9/28/2016",271,"drilling",3763760,94,14,"4/15/2016",115,199,"chemical",1.57,NA,NA,NA,NA,NA,27.5,"Kill date effect","F","north east","fine","medium","mid","early",-0.0405366471078467,0.113701370573887
"150",137,"f10","14b",7.3,9.22,2.07008,2.34591,"legume",2,2,2.53,"",115,2,"NT",20,"Maryland","grain","Clark, Decker, Meisinger, McIntosh",1997,"1990, 1992","RCBD split-split 3 reps",3,"fine-silty/loamy mixed mesic Typic Hapludult","Pioneer 3242","5/9/2016",129,NA,NA,53000,NA,"","abruzzi","9/28/2016",271,"drilling",1004080,28,14,"4/25/2016",115,209,"chemical",2.61,NA,NA,NA,NA,NA,96.4,"Kill date effect","F","north east","fine","medium","mid","early",0.233500689414157,0.0768400839765997
"151",138,"f11","15",3.23,2.63,2.15062,2.8354,"legume",3,3,12,"",0,3,"NT",NA,"Nebraska","grain","Power, Doran, Koerner",1991,"1982, 1983, 1984","RCBD 4 reps",4,"fine montmorillonitic mesic Pachic Argiustolls-Abruptic Argiaquolls",NA,"5/5/2016",125,NA,NA,26000,NA,"","Madison","9/1/2016",244,"broadcast",1940400,45,1,"5/4/2016",124,245,"chemical",0.64,2.4,NA,NA,NA,NA,35.72,"HV as CC for dryland corn","F","great plains","fine","medium","low",NA,-0.205498291044892,0.479755550604833
"152",139,"f12","17a",6.6,6.53,2.48254,1.99499,"grass",3,3,18,"",103,3,"NT",10,"Maryland","grain","Decker, Clark, Meisinger, Mulford, McIntash",1994,"1986, 1987, 1988","RCBD split 4 reps",4,"fine-loamy mixed mesic Aquic/Typic Hapludult",NA,"5/17/2016",137,"9/20/2016",263,NA,126,"","Dixie, Saluda","9/26/2016",269,"drilling",1755600,70,10,"5/7/2016",127,223,"chemical",4.3,13.33,NA,NA,NA,NA,120,"Legume CC effect on NT corn","F","north east","fine","medium","mid","mid",-0.0106627057440401,0.0786335320312506
"153",140,"f12","17b",6.6,7.78,2.89947,1.99499,"legume",3,3,18,"",103,3,"NT",10,"Maryland","grain","Decker, Clark, Meisinger, Mulford, McIntash",1994,"1986, 1987, 1988","RCBD split 4 reps",4,"fine-loamy mixed mesic Aquic/Typic Hapludult",NA,"5/17/2016",137,"9/20/2016",263,NA,126,"","Dixie, Saluda","9/26/2016",269,"drilling",1936806,33,10,"5/7/2016",127,223,"chemical",4.3,13.33,NA,NA,NA,NA,120,"Legume CC effect on NT corn","F","north east","fine","medium","mid","mid",0.164486689157921,0.0767533819514226
"154",141,"f12","17d",12,12.62,0.93968,1.11714,"grass",3,3,18,"",103,3,"NT",10,"Maryland","biomass","Decker, Clark, Meisinger, Mulford, McIntash",1994,"1986, 1987, 1988","RCBD split 4 reps",4,"fine-loamy mixed mesic Aquic/Typic Hapludult",NA,"5/17/2016",137,"9/20/2016",263,NA,126,"","Dixie, Saluda","9/26/2016",269,"drilling",1755600,70,10,"5/7/2016",127,223,"chemical",4.3,13.33,NA,NA,NA,NA,120,"Legume CC effect on NT corn","F","north east","fine","medium","mid","mid",0.0503762073250667,0.0047369697545072
"155",142,"f12","17e",12,14.43,1.18045,1.11714,"legume",3,3,18,"",103,3,"NT",10,"Maryland","biomass","Decker, Clark, Meisinger, Mulford, McIntash",1994,"1986, 1987, 1988","RCBD split 4 reps",4,"fine-loamy mixed mesic Aquic/Typic Hapludult",NA,"5/17/2016",137,"9/20/2016",263,NA,126,"","Dixie, Saluda","9/26/2016",269,"drilling",1936806,33,10,"5/7/2016",127,223,"chemical",4.3,13.33,NA,NA,NA,NA,120,"Legume CC effect on NT corn","F","north east","fine","medium","mid","mid",0.184402722997779,0.0051195935673603
"156",143,"f13","21",9.13,9.1,0.34641,0.61101,NA,3,3,2,"",60,3,"CT",NA,"Michigan","grain","Jones, Harwood, Dehne, Smeenk, Parker",1998,"1993, 1994, 1995","Split-block split 4 reps",4,"coarse-loamy mixed mesic Typic Hapludalf",NA,NA,NA,NA,NA,NA,NA,"",NA,"3/7/2016",62,"broadcast",4572787,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Impact of tillage and legume on corn and soil","F","north central","coarse","coarse","low",NA,-0.00329128108407284,0.00197594368489593
"157",144,"f14","23d",4.8,6.65,1.62635,1.69706,"legume",2,2,5,"",0,2,"CT",44,"Maryland","grain","Clark, Decker, Meisinger",1994,"1988, 1992","RCBD split 6 reps",6,"Delanco silt loam fine loamy/silty mixed. Mesic Aquic/Typic Hapludult","Pioneer 3328","5/23/2016",143,"9/30/2016",273,59000,130,"","Abruzzi rye","9/19/2016",262,"drilling",2802800,70,33,"4/20/2016",110,213,"chemical",6.298,NA,NA,NA,NA,NA,115.5,"Seeding rate and kill date effect on corn production","F","north east","fine","medium","low","early",0.326000936753918,0.0924060273657598
"158",145,"f14","23e",4.8,4.7,1.9799,1.69706,"grass",2,2,5,"",0,2,"CT",44,"Maryland","grain","Clark, Decker, Meisinger",1994,"1988, 1993","RCBD split 6 reps",6,"Delanco silt loam fine loamy/silty mixed. Mesic Aquic/Typic Hapludult","Pioneer 3328","5/23/2016",143,"9/30/2016",273,59000,130,"","Abruzzi rye","9/19/2016",262,"drilling",609620,17,33,"4/20/2016",110,213,"chemical",6.298,NA,NA,NA,NA,NA,115.5,"Seeding rate and kill date effect on corn production","F","north east","fine","medium","low","early",-0.0210534091978323,0.151228296339317
"159",146,"f14","23f",5.55,8.85,2.6163,1.90919,"legume",2,2,5,"",0,2,"CT",19,"Maryland","grain","Clark, Decker, Meisinger",1994,"1988, 1994","RCBD split 6 reps",6,"Delanco silt loam fine loamy/silty mixed. Mesic Aquic/Typic Hapludult","Pioneer 3328","5/23/2016",143,"9/30/2016",273,59000,130,"","Abruzzi rye","9/19/2016",262,"drilling",2802800,70,33,"4/20/2016",110,213,"chemical",6.298,NA,NA,NA,NA,NA,115.5,"Seeding rate and kill date effect on corn production","F","north east","fine","medium","low","early",0.466619531261495,0.1028650768207
"160",147,"f14","23g",5.55,4.15,1.48492,1.90919,"grass",2,2,5,"",0,2,"CT",19,"Maryland","grain","Clark, Decker, Meisinger",1994,"1988, 1994","RCBD split 6 reps",6,"Delanco silt loam fine loamy/silty mixed. Mesic Aquic/Typic Hapludult","Pioneer 3328","5/23/2016",143,"9/30/2016",273,59000,130,"","Abruzzi rye","9/19/2016",262,"drilling",2802800,70,33,"4/20/2016",110,213,"chemical",6.298,NA,NA,NA,NA,NA,115.5,"Seeding rate and kill date effect on corn production","F","north east","fine","medium","low","early",-0.290689593515736,0.123182111097756
"161",148,"f15","24c",1.97,4.65,1.17799,0.9569,"legume",10,10,171,"",0,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3195720,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"low",NA,0.858833676849368,0.0300116189323309
"162",149,"f15","24d",3.92,6.38,1.37016,1.15931,"legume",10,10,171,"",56,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2533080,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"low",NA,0.487076443554327,0.0133584800933378
"163",150,"f15","24e",6.51,7.34,1.97838,1.40827,"legume",10,10,171,"",112,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3195720,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"mid",NA,0.119999386405946,0.011944473295555
"164",151,"f15","24f",7.2,7.84,2.0707,1.71529,"legume",10,10,171,"",168,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3195720,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"mid",NA,0.0851578083403068,0.0126515103370269
"165",152,"f15","24g",7.25,7.94,2.08165,2.63069,"legume",10,10,171,"",224,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3195720,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"high",NA,0.0909118063924611,0.0200397318039257
"166",153,"f15","24h",1.97,1.59,0.9024,0.9569,"grass",10,10,171,"",0,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3195720,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"low",NA,-0.214299526517757,0.0558049291107481
"167",154,"f15","24i",3.92,3.8,1.47498,1.15931,"grass",10,10,171,"",56,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3195720,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"low",NA,-0.0310905870700311,0.0238126001174517
"168",155,"f15","24j",6.51,5.85,1.28344,1.40827,"grass",10,10,171,"",112,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2533080,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"mid",NA,-0.106897794976713,0.0094928733130544
"169",156,"f15","24k",7.2,6.64,1.85963,1.71529,"grass",10,10,171,"",168,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2533080,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"mid",NA,-0.0809690625336672,0.0135192052126273
"170",157,"f15","24l",7.25,7.2,2.25043,2.63069,"grass",10,10,171,"",224,10,"NT",NA,"Tennessee","grain","Roberts, Larson, Duck, Dilivan, Tyler",1998,"1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995","RCBD split 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2533080,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","south east",NA,NA,"high",NA,-0.0069204428445738,0.0229356455125193
"171",158,"f16","25a",6.4,6.82,0.25349,0.3319,"legume",3,3,4,"",NA,3,"CT",NA,"New York","grain","",NA,"","Split-plot 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2533080,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","north east",NA,NA,NA,NA,0.0635614814897446,0.00135696707151124
"172",159,"f16","25b",6.4,6.29,0.41763,0.3319,"grass",3,3,4,"",NA,3,"CT",NA,"New York","grain","",NA,"","Split-plot 4 reps",4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2533080,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wcc effect on corn applied N","F","north east",NA,NA,NA,NA,-0.017336919653277,0.00236593528588655
"173",160,"f17","26c",4.74,7.4,1.59667,0.48787,"legume",2,2,8,"",0,2,"NT",1,"Indiana","grain","",NA,"","2 reps factorial CRD",2,"Poorly drained Avonburg silt loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","north central",NA,NA,"low","late",0.445442864503139,0.0285744272710473
"174",161,"f17","26d",9.47,11.7,1.37491,0.79833,"legume",2,2,8,"",75,2,"NT",1,"Indiana","grain","",NA,"","2 reps factorial CRD",2,"Poorly drained Avonburg silt loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","north central",NA,NA,"low","late",0.211459934605723,0.0104580570477205
"175",162,"f17","26e",10.98,11.98,1.50796,0.26611,"legume",2,2,8,"",150,2,"NT",1,"Indiana","grain","",NA,"","2 reps factorial CRD",2,"Poorly drained Avonburg silt loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","north central",NA,NA,"mid","late",0.0871631566059187,0.00821571042730336
"176",163,"f17","26f",4.74,4.86,0.31046,0.48787,"grass",2,2,8,"",0,2,"NT",1,"Indiana","grain","",NA,"","2 reps factorial CRD",2,"Poorly drained Avonburg silt loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","north central",NA,NA,"low","late",0.0250013022054172,0.00733726650203793
"177",164,"f17","26g",9.47,8.47,2.3063,0.79833,"grass",2,2,8,"",75,2,"NT",1,"Indiana","grain","",NA,"","2 reps factorial CRD",2,"Poorly drained Avonburg silt loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","north central",NA,NA,"low","late",-0.111598398534024,0.0406243661127482
"178",165,"f17","26h",10.98,10.98,0.44352,0.26611,"grass",2,2,8,"",150,2,"NT",1,"Indiana","grain","",NA,"","2 reps factorial CRD",2,"Poorly drained Avonburg silt loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","north central",NA,NA,"mid","late",0,0.00110950412614756
"179",166,"f18","27c",4,7.1,0.42426,1.27279,"legume",2,2,15,"",0,2,"CT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",0.573800422927379,0.0524101503075289
"180",167,"f18","27d",5.9,6.95,0.91924,0,"legume",2,2,15,"",85,2,"CT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",0.163789308665027,0.00874698180839501
"181",168,"f18","27e",6.6,7.7,0.70711,0.56569,"legume",2,2,15,"",170,2,"CT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","mid","late",0.154150679827258,0.00788975504218905
"182",169,"f18","27f",2.75,6.4,0.56569,0.49497,"legume",2,2,15,"",0,2,"NT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",0.844697078687146,0.020104349607955
"183",170,"f18","27g",5.7,7.2,0.56569,0.14142,"legume",2,2,15,"",85,2,"NT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",0.233614851181505,0.00339425078492367
"184",171,"f18","27h",6.7,8,0.56569,0.70711,"legume",2,2,15,"",170,2,"NT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","mid","late",0.177334015282915,0.00806926022108366
"185",172,"f18","27i",4,3.5,2.26274,1.27279,"grass",2,2,15,"",0,2,"CT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",-0.133531392624523,0.259604102364349
"186",173,"f18","27j",5.9,5.95,0.49497,0,"grass",2,2,15,"",85,2,"CT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",0.0084388686458646,0.00346014124567474
"187",174,"f18","27k",6.6,6.9,0.14142,0.56569,"grass",2,2,15,"",170,2,"CT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","mid","late",0.044451762570834,0.00388318987465521
"188",175,"f18","27l",2.75,2.85,0.6364,0.49497,"grass",2,2,15,"",0,2,"NT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",0.0357180826020792,0.0411290896702935
"189",176,"f18","27m",5.7,5.4,1.41421,0.14142,"grass",2,2,15,"",85,2,"NT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","low","late",-0.0540672212702757,0.0346011611509002
"190",177,"f18","27n",6.7,6.6,0.56569,0.70711,"grass",2,2,15,"",170,2,"NT",1,"Kentucky","grain","Utomo, Frye, Blevins",1990,"1984, 1985","RCBD split 4 reps",4,"Maury silt loam deep well-drained","B73*PA91","5/17/2016",137,"10/7/2016",280,55000,143,"",NA,NA,NA,"broadcast",NA,NA,NA,NA,NA,NA,"chemical",3.27,NA,NA,NA,NA,NA,75.92,"Determine role of CC in sustaining soil N for corn","F","south east","fine","medium","mid","late",-0.0150378773645406,0.00924237377844061
